,235,17676940,
,236,15916412,
,237,14331223,
,238,12903910,
,239,11618750,
,240,10461584,
,241,9419667,
,242,8481518,
,243,7636805,
,244,6876220,
,245,6191385,
,246,5574756,
,247,5019540,
,248,4519621,
,249,4069491,
,250,3664191,
,251,3299258,
,252,2970669,
,253,2674806,
,254,2408410,
,255,2168545,
,256,1952570,
,257,1758104,
,258,1583006,
,259,1425347,
,260,1283390,
,261,1155572,
,262,1040483,
,263,936856,
,264,843550,
,265,759537,
,266,683891,
,267,615779,
,268,554451,
,269,499231,
,270,449510,
,271,404741,
,272,364431,
,273,328136,
,274,295455,
,275,266029,
,276,239534,
,277,215678,
,278,194197,
,279,174856,
,280,157441,
,281,141761,
,282,127642,
,283,114930,
,284,103483,
,285,93177,
,286,83897,
,287,75541,
,288,68018,
,289,61243,
,290,55144,
,291,49652,
,292,44707,
,293,40254,
,294,36245,
,295,32635,
,296,29385,
,297,26458,
,298,23823,
,299,21450,
,300,19314,
,301,17390,
,302,15658,
,303,14099,
,304,12695,
,305,11430,
,306,10292,
,307,9267,
,308,8344,
,309,7513,
,310,6764,
,311,6091,
,312,5484,
,313,4938,
,314,4446,
,315,4003,
,316,3604,
,317,3245,
,318,2922,
,319,2631,
,320,2369,
,321,2133,
,322,1920,
,323,1729,
,324,1557,
,325,1402,
,326,1262,
,327,1136,
,328,1023,
,329,921,
,330,829,
,331,747,
,332,672,
,333,605,
,334,545,
,335,491,
,336,442,
,337,398,
,338,358,
,339,322,
,340,290,
,341,261,
,342,235,
,343,212,
,344,191,
,345,172,
,346,154,
,347,139,
,348,125,
,349,113,
,350,101,
,351,91,
